cluster	term	term_clean	overlap	cluster_size	term_size	p	fold	hit_genes	BH_FDR
3	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	Rna Splicing Via Transesterification Reactions	3	4	10	0.010058489897199575	4.875	METTL14;METTL3;WTAP	0.11084041083472194
1	GOBP_MITOCHONDRIAL_GENE_EXPRESSION	Mitochondrial Gene Expression	6	21	8	0.011224345400984501	2.321428571428571	HSD17B10;RPUSD3;RPUSD4;TFB1M;TRMT10C;TRMT5	0.11084041083472194
1	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	Mitochondrial Rna Metabolic Process	6	21	8	0.011224345400984501	2.321428571428571	HSD17B10;NSUN4;RPUSD4;TFB1M;TRMT10C;TRMT5	0.11084041083472194
2	GOBP_RRNA_MODIFICATION	Rrna Modification	10	17	22	0.013826338857123656	1.7379679144385027	BUD23;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP2;NOP58;TRMT112	0.1285036199662081
2	GOBP_RRNA_METHYLATION	Rrna Methylation	8	17	16	0.017320331759512878	1.9117647058823528	BUD23;DIMT1;EMG1;FBL;MRM1;NOP2;NOP58;TRMT112	0.1520340232223908
3	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	4	4	26	0.02208141321044547	2.5	METTL14;METTL3;VIRMA;WTAP	0.18362438353949392
3	GOBP_DNA_DAMAGE_RESPONSE	Dna Damage Response	2	4	5	0.027036807278742764	6.5	METTL14;METTL3	0.21359077750206784
1	GOBP_MITOCHONDRIAL_RNA_MODIFICATION	Mitochondrial Rna Modification	5	21	7	0.031247263680219958	2.2108843537414966	HSD17B10;NSUN4;RPUSD4;TRMT10C;TRMT5	0.22386733849867493
1	GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION	Trna Wobble Uridine Modification	5	21	7	0.031247263680219958	2.2108843537414966	ALKBH8;CTU1;ELP1;ELP3;URM1	0.22386733849867493
2	GOBP_CHROMATIN_ORGANIZATION	Chromatin Organization	4	17	6	0.036247949124733884	2.549019607843137	BUD23;DDX21;FBL;TRMT112	0.22386733849867493
2	GOBP_RRNA_BASE_METHYLATION	Rrna Base Methylation	4	17	6	0.036247949124733884	2.549019607843137	BUD23;EMG1;NOP2;TRMT112	0.22386733849867493
3	GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	Negative Regulation Of Catabolic Process	2	4	6	0.039672692898499354	5.416666666666666	METTL14;METTL3	0.22386733849867493
3	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	Negative Regulation Of Rna Catabolic Process	2	4	6	0.039672692898499354	5.416666666666666	METTL14;METTL3	0.22386733849867493
3	GOBP_NEUROGENESIS	Neurogenesis	2	4	6	0.039672692898499354	5.416666666666666	METTL14;METTL3	0.22386733849867493
4	GOBP_RRNA_BASE_METHYLATION	Rrna Base Methylation	2	4	6	0.039672692898499354	5.416666666666666	METTL16;NSUN5	0.22386733849867493
3	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Positive Regulation Of Catabolic Process	2	4	7	0.0543217535153019	4.642857142857142	METTL14;METTL3	0.26821365798180313
3	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	4	7	0.0543217535153019	4.642857142857142	METTL14;METTL3	0.26821365798180313
4	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Positive Regulation Of Catabolic Process	2	4	7	0.0543217535153019	4.642857142857142	DCP2;METTL16	0.26821365798180313
4	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	4	7	0.0543217535153019	4.642857142857142	DCP2;METTL16	0.26821365798180313
1	GOBP_TRNA_WOBBLE_BASE_MODIFICATION	Trna Wobble Base Modification	5	21	8	0.06461879414561238	1.9345238095238093	ALKBH8;CTU1;ELP1;ELP3;URM1	0.2944745548735362
3	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	2	4	8	0.07082299421009099	4.0625	METTL14;METTL3	0.2944745548735362
3	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	2	4	8	0.07082299421009099	4.0625	METTL14;METTL3	0.2944745548735362
3	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	Regulation Of Mrna Catabolic Process	2	4	8	0.07082299421009099	4.0625	METTL14;METTL3	0.2944745548735362
4	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	2	4	8	0.07082299421009099	4.0625	DCP2;METTL16	0.2944745548735362
4	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	Regulation Of Mrna Catabolic Process	2	4	8	0.07082299421009099	4.0625	DCP2;METTL16	0.2944745548735362
1	GOBP_MITOCHONDRIAL_RNA_PROCESSING	Mitochondrial Rna Processing	4	21	6	0.08004261074726435	2.0634920634920637	HSD17B10;RPUSD4;TRMT10C;TRMT5	0.3057638364440609
