cluster	term	term_clean	overlap	cluster_size	term_size	background_size	fold	p	hit_genes	BH_FDR
6	GOBP_RRNA_MODIFICATION	Rrna Modification	3	7	23	170	3.1677018633540373	0.05294671652117689	NSUN5;RPUSD1;TSR3	0.16092466596200222
5	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	Negative Regulation Of Gene Expression	3	8	20	170	3.1875	0.05339586269238961	METTL14;METTL3;RBM15	0.16102189843173742
6	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Positive Regulation Of Catabolic Process	2	7	10	170	4.857142857142858	0.055980637591956456	DCP2;YBX1	0.1669051972627093
1	GOBP_RRNA_METHYLATION	Rrna Methylation	8	50	16	170	1.7	0.057535077632864695	BUD23;DIMT1;EMG1;FBL;MRM1;NOP2;NOP58;TRMT112	0.1669051972627093
3	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	Regulation Of Dna Templated Transcription Elongation	2	12	6	170	4.722222222222222	0.058624559744927085	INTS3;INTS9	0.1669051972627093
3	GOBP_TRANSCRIPTION_ELONGATION_BY_RNA_POLYMERASE_II	Transcription Elongation By Rna Polymerase Ii	2	12	6	170	4.722222222222222	0.058624559744927085	INTS3;INTS9	0.1669051972627093
2	GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	Protein Localization To Organelle	4	31	9	170	2.4372759856630823	0.05894456076322069	DNAJC19;GFER;OXA1L;TIMM23B	0.1669051972627093
2	GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	Regulation Of Translational Initiation	4	31	9	170	2.4372759856630823	0.05894456076322069	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.1669051972627093
2	GOBP_TRANSLATIONAL_INITIATION	Translational Initiation	4	31	9	170	2.4372759856630823	0.05894456076322069	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.1669051972627093
5	GOBP_DNA_DAMAGE_RESPONSE	Dna Damage Response	2	8	9	170	4.722222222222222	0.0592383731217388	METTL14;METTL3	0.1669051972627093
5	GOBP_REGULATION_OF_MRNA_PROCESSING	Regulation Of Mrna Processing	2	8	9	170	4.722222222222222	0.0592383731217388	RBM15;WTAP	0.1669051972627093
1	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	Negative Regulation Of Cellular Component Organization	4	50	6	170	2.2666666666666666	0.062435386393586756	NAT10;RPL24;RPL36;RPS6	0.1695701327388854
1	GOBP_RNA_CAPPING	Rna Capping	4	50	6	170	2.2666666666666666	0.062435386393586756	CMTR1;NCBP1;RAMAC;RNMT	0.1695701327388854
1	GOBP_RNA_GUANINE_N7_METHYLATION	Rna Guanine N7 Methylation	4	50	6	170	2.2666666666666666	0.062435386393586756	BUD23;RAMAC;RNMT;TRMT112	0.1695701327388854
1	GOBP_RRNA_BASE_METHYLATION	Rrna Base Methylation	4	50	6	170	2.2666666666666666	0.062435386393586756	BUD23;EMG1;NOP2;TRMT112	0.1695701327388854
2	GOBP_NITROGEN_COMPOUND_TRANSPORT	Nitrogen Compound Transport	6	31	17	170	1.9354838709677418	0.06282002326855081	ATP11B;DNAJC19;GFER;HSPA9;RTRAF;TIMM23B	0.1695701327388854
2	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Positive Regulation Of Protein Metabolic Process	6	31	17	170	1.9354838709677418	0.06282002326855081	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5;TRMT10C	0.1695701327388854
3	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	4	12	24	170	2.361111111111111	0.06959018895060329	INTS3;INTS9;LSM6;METTL16	0.18654036760370046
5	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	Developmental Process Involved In Reproduction	2	8	10	170	4.25	0.07226931524086823	METTL14;METTL3	0.19106818960941874
5	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Positive Regulation Of Catabolic Process	2	8	10	170	4.25	0.07226931524086823	METTL14;METTL3	0.19106818960941874
7	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	3	7	26	170	2.8021978021978025	0.0733044318071805	ELP3;ELP4;ELP5	0.19248646719436516
6	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	7	12	170	4.0476190476190474	0.07882969114552381	DCP2;YBX1	0.20285507188114796
6	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	Regulation Of Mrna Catabolic Process	2	7	12	170	4.0476190476190474	0.07882969114552381	DCP2;YBX1	0.20285507188114796
6	GOBP_RNA_LOCALIZATION	Rna Localization	2	7	12	170	4.0476190476190474	0.07882969114552381	DCP2;YBX1	0.20285507188114796
2	GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	Central Nervous System Development	4	31	10	170	2.193548387096774	0.08558764137262066	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.21467871602499777
1	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	Biological Process Involved In Interspecies Interaction Between Organisms	5	50	9	170	1.8888888888888888	0.0859576275638033	DDX21;DDX56;EXOSC4;NCBP1;RPS19	0.21467871602499777
1	GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	Dna Templated Transcription Elongation	5	50	9	170	1.8888888888888888	0.0859576275638033	NCBP1;NCBP2;POLR1B;POLR1C;POLR1E	0.21467871602499777
4	GOBP_MITOCHONDRIAL_RNA_MODIFICATION	Mitochondrial Rna Modification	2	11	8	170	3.8636363636363633	0.08620518389604832	PTCD1;RPUSD4	0.21467871602499777
5	GOBP_REPRODUCTIVE_PROCESS	Reproductive Process	2	8	11	170	3.8636363636363633	0.08620518389604832	METTL14;METTL3	0.21467871602499777
5	GOBP_RNA_PROCESSING	Rna Processing	7	8	100	170	1.4875	0.08926557651515334	CBLL1;METTL14;METTL3;RBM15;VIRMA;WTAP;ZC3H13	0.22087508035159736
1	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	11	50	26	170	1.4384615384615385	0.09321975965536716	AATF;BUD23;DDX21;DIMT1;NCBP1;NCBP2;NOL11;PPRC1;RIOK1;TAF7;TRMT112	0.2291899823373995
9	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	2	4	24	170	3.5416666666666665	0.09610107019812494	CAMLG;NBAS	0.23477856390174828
1	GOBP_RNA_LOCALIZATION	Rna Localization	6	50	12	170	1.7	0.1006346415807637	DKC1;FBL;NCBP1;NCBP2;NOP10;NOP58	0.24204398377192313
5	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	8	12	170	3.5416666666666665	0.10095616939709746	METTL14;METTL3	0.24204398377192313
5	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	Regulation Of Mrna Catabolic Process	2	8	12	170	3.5416666666666665	0.10095616939709746	METTL14;METTL3	0.24204398377192313
5	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	3	8	26	170	2.4519230769230766	0.1053444719689047	METTL14;METTL3;RBM15	0.25100596407405684
1	GOBP_EMBRYO_DEVELOPMENT	Embryo Development	4	50	7	170	1.942857142857143	0.1138809738653835	EMG1;NLE1;POLR1B;TCOF1	0.2668842966446532
1	GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	Embryo Development Ending In Birth Or Egg Hatching	4	50	7	170	1.942857142857143	0.1138809738653835	EMG1;NLE1;POLR1B;TCOF1	0.2668842966446532
7	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	3	7	31	170	2.350230414746544	0.11477407575909955	ELP3;ELP4;ELP5	0.2668842966446532
2	GOBP_PHOSPHORUS_METABOLIC_PROCESS	Phosphorus Metabolic Process	3	31	7	170	2.350230414746544	0.11477407575909956	DNAJC19;RTRAF;SLC25A10	0.2668842966446532
6	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	2	7	15	170	3.238095238095238	0.11795223963998828	DCP2;YBX1	0.27100931250616356
6	GOBP_REGULATION_OF_CATABOLIC_PROCESS	Regulation Of Catabolic Process	2	7	15	170	3.238095238095238	0.11795223963998828	DCP2;YBX1	0.27100931250616356
3	GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	Dna Templated Transcription Elongation	2	12	9	170	3.1481481481481484	0.12468262226650978	INTS3;INTS9	0.28144732277703377
3	GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	Dna Templated Transcription Initiation	2	12	9	170	3.1481481481481484	0.12468262226650978	INTS3;INTS9	0.28144732277703377
3	GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	Regulation Of Programmed Cell Death	2	12	9	170	3.1481481481481484	0.12468262226650978	DDX20;NAA38	0.28144732277703377
6	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	Positive Regulation Of Translation	2	7	16	170	3.0357142857142856	0.13206679613038216	NSUN5;YBX1	0.29519475826094754
1	GOBP_DNA_METABOLIC_PROCESS	Dna Metabolic Process	5	50	10	170	1.7	0.13355268640274162	DKC1;EXOSC4;NAT10;NOP10;TAF7	0.29519475826094754
6	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	3	7	33	170	2.207792207792208	0.13383182045509281	DCP2;NSUN5;YBX1	0.29519475826094754
7	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	3	7	33	170	2.207792207792208	0.13383182045509281	ELP3;ELP4;ELP5	0.29519475826094754
6	GOBP_RNA_PROCESSING	Rna Processing	6	7	100	170	1.4571428571428573	0.13843421132629236	NSUN5;RPUSD1;TRMU;TSR3;WDR4;YBX1	0.3036113952951639
2	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	Positive Regulation Of Translation	5	31	16	170	1.713709677419355	0.1414051907231033	EIF2B1;EIF2B3;EIF2B4;EIF2B5;TRMT10C	0.3083751616899315
6	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Positive Regulation Of Protein Metabolic Process	2	7	17	170	2.857142857142857	0.14663350724427784	NSUN5;YBX1	0.3108250044590524
5	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	2	8	15	170	2.833333333333333	0.14926981385691543	METTL14;METTL3	0.3108250044590524
5	GOBP_NEUROGENESIS	Neurogenesis	2	8	15	170	2.833333333333333	0.14926981385691543	METTL14;METTL3	0.3108250044590524
5	GOBP_REGULATION_OF_CATABOLIC_PROCESS	Regulation Of Catabolic Process	2	8	15	170	2.833333333333333	0.14926981385691543	METTL14;METTL3	0.3108250044590524
3	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Positive Regulation Of Catabolic Process	2	12	10	170	2.833333333333333	0.14971697742918944	LSM6;METTL16	0.3108250044590524
1	GOBP_CHROMOSOME_ORGANIZATION	Chromosome Organization	3	50	5	170	2.04	0.15219151772735987	DKC1;NAT10;NOP10	0.3108250044590524
1	GOBP_MITOTIC_CELL_CYCLE	Mitotic Cell Cycle	3	50	5	170	2.04	0.15219151772735987	AATF;NLE1;RPL24	0.3108250044590524
1	GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	Positive Regulation Of Multicellular Organismal Process	3	50	5	170	2.04	0.15219151772735987	DDX21;RPS19;SRRT	0.3108250044590524
1	GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	Regulation Of Dna Metabolic Process	3	50	5	170	2.04	0.15219151772735987	DKC1;NAT10;TAF7	0.3108250044590524
1	GOBP_RRNA_2_O_METHYLATION	Rrna 2 O Methylation	3	50	5	170	2.04	0.15219151772735987	FBL;MRM1;NOP58	0.3108250044590524
1	GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	Telomere Maintenance Via Telomere Lengthening	3	50	5	170	2.04	0.15219151772735987	DKC1;NAT10;NOP10	0.3108250044590524
1	GOBP_TELOMERE_ORGANIZATION	Telomere Organization	3	50	5	170	2.04	0.15219151772735987	DKC1;NAT10;NOP10	0.3108250044590524
6	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Negative Regulation Of Nucleobase Containing Compound Metabolic Process	2	7	18	170	2.698412698412698	0.1616048492224484	DCP2;YBX1	0.3265940931930109
6	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	Regulation Of Mrna Metabolic Process	2	7	18	170	2.698412698412698	0.1616048492224484	DCP2;YBX1	0.3265940931930109
5	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	Positive Regulation Of Translation	2	8	16	170	2.65625	0.1664728315834487	METTL14;METTL3	0.33467975516255827
2	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	8	31	31	170	1.4151925078043703	0.1698268019400103	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5;RTRAF;SAMD4B;TRMT10C	0.3396536038800206
6	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	2	7	19	170	2.556390977443609	0.17693541070628716	WDR4;YBX1	0.35154275544993263
1	GOBP_CELL_CYCLE	Cell Cycle	4	50	8	170	1.7	0.1785035753061834	AATF;NAT10;NLE1;RPL24	0.35154275544993263
1	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Ribosomal Large Subunit Biogenesis	4	50	8	170	1.7	0.1785035753061834	NLE1;NOP2;RPL24;TRMT112	0.35154275544993263
5	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Positive Regulation Of Protein Metabolic Process	2	8	17	170	2.5	0.18410778655160046	METTL14;METTL3	0.3607391147660801
5	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	3	8	33	170	1.9318181818181819	0.18604855710366178	METTL14;METTL3;RBM15	0.36087810573876106
5	GOBP_RNA_METHYLATION	Rna Methylation	3	8	33	170	1.9318181818181819	0.18604855710366178	METTL14;METTL3;RBM15	0.36087810573876106
1	GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	Positive Regulation Of Transcription By Rna Polymerase Ii	5	50	11	170	1.5454545454545454	0.19056760063688663	DDX21;NCBP1;NCBP2;PPRC1;TAF7	0.3626175014059133
1	GOBP_RNA_3_END_PROCESSING	Rna 3 End Processing	5	50	11	170	1.5454545454545454	0.19056760063688663	DKC1;EXOSC4;FBL;NCBP1;NCBP2	0.3626175014059133
3	GOBP_RNA_PROCESSING	Rna Processing	9	12	100	170	1.2750000000000001	0.19191501183590748	DDX20;GEMIN4;GEMIN5;INTS3;INTS9;LSM6;METTL16;SMN2;WBP11	0.3626175014059133
6	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	Negative Regulation Of Gene Expression	2	7	20	170	2.428571428571429	0.1925818336482182	DCP2;YBX1	0.3626175014059133
6	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	Nucleic Acid Catabolic Process	2	7	20	170	2.428571428571429	0.1925818336482182	DCP2;YBX1	0.3626175014059133
6	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	Nucleobase Containing Compound Catabolic Process	2	7	20	170	2.428571428571429	0.1925818336482182	DCP2;YBX1	0.3626175014059133
1	GOBP_CYTOPLASMIC_TRANSLATION	Cytoplasmic Translation	6	50	14	170	1.4571428571428573	0.1958998634532693	NCBP1;NCBP2;RPL24;RPL36;RPS19;RPS6	0.36707450142214537
3	GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	Positive Regulation Of Mrna Metabolic Process	2	12	12	170	2.361111111111111	0.20267552880516726	LSM6;METTL16	0.3761190101865123
3	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	Regulation Of Mrna Catabolic Process	2	12	12	170	2.361111111111111	0.20267552880516726	LSM6;METTL16	0.3761190101865123
6	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	2	7	21	170	2.312925170068027	0.20850275523825343	NSUN5;YBX1	0.3850816436457695
4	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	4	11	38	170	1.6267942583732056	0.21088426793266501	AARS2;PTCD1;RPUSD4;TARS2	0.38658233885904986
2	GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH	Regulation Of Programmed Cell Death	3	31	9	170	1.827956989247312	0.21214227426727053	DNAJA3;EIF2B5;HSPA9	0.38658233885904986
5	GOBP_METHYLATION	Methylation	3	8	35	170	1.8214285714285716	0.21231983377750924	METTL14;METTL3;RBM15	0.38658233885904986
5	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	2	8	19	170	2.236842105263158	0.2204190278393839	METTL14;METTL3	0.3994448110140948
2	GOBP_AMINO_ACID_METABOLIC_PROCESS	Amino Acid Metabolic Process	2	31	5	170	2.193548387096774	0.22539215126052572	FARSA;RARS2	0.4009279741316264
2	GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	Homeostasis Of Number Of Cells	2	31	5	170	2.193548387096774	0.22539215126052572	DNAJA3;HSPA9	0.4009279741316264
2	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Negative Regulation Of Immune System Process	2	31	5	170	2.193548387096774	0.22539215126052572	DNAJA3;HSPA9	0.4009279741316264
2	GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	Regulation Of Protein Modification Process	2	31	5	170	2.193548387096774	0.22539215126052572	DNAJA3;RTRAF	0.4009279741316264
2	GOBP_CYTOPLASMIC_TRANSLATION	Cytoplasmic Translation	4	31	14	170	1.566820276497696	0.2362447844514103	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.4150746335004323
5	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	Nucleic Acid Catabolic Process	2	8	20	170	2.125	0.2389771573001611	METTL14;METTL3	0.4150746335004323
5	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	Nucleobase Containing Compound Catabolic Process	2	8	20	170	2.125	0.2389771573001611	METTL14;METTL3	0.4150746335004323
1	GOBP_CHROMATIN_REMODELING	Chromatin Remodeling	3	50	6	170	1.7	0.24194764906113284	DDX21;FBL;TRMT112	0.4150746335004323
1	GOBP_MIRNA_PROCESSING	Mirna Processing	3	50	6	170	1.7	0.24194764906113284	NCBP1;NCBP2;SRRT	0.4150746335004323
1	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	Multicellular Organismal Level Homeostasis	3	50	6	170	1.7	0.24194764906113284	NLE1;PPRC1;RPS19	0.4150746335004323
1	GOBP_PRIMARY_MIRNA_PROCESSING	Primary Mirna Processing	3	50	6	170	1.7	0.24194764906113284	NCBP1;NCBP2;SRRT	0.4150746335004323
1	GOBP_REGULATORY_NCRNA_PROCESSING	Regulatory Ncrna Processing	3	50	6	170	1.7	0.24194764906113284	NCBP1;NCBP2;SRRT	0.4150746335004323
5	GOBP_RNA_MODIFICATION	Rna Modification	4	8	56	170	1.5178571428571428	0.2463821321265303	METTL14;METTL3;RBM15;WTAP	0.41913539529820004
6	GOBP_RRNA_PROCESSING	Rrna Processing	3	7	43	170	1.6943521594684385	0.2466445899637713	NSUN5;RPUSD1;TSR3	0.41913539529820004
2	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	5	31	19	170	1.4431239388794566	0.24757220240411817	DNAJA3;EIF2B5;LONP1;RTCB;THG1L	0.41913539529820004
1	GOBP_RIBOSOME_ASSEMBLY	Ribosome Assembly	4	50	9	170	1.511111111111111	0.2525403335000875	NOP2;RPL24;RPS19;RPS6	0.4256793394368287
6	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	2	7	24	170	2.0238095238095237	0.2575276209700262	DCP2;YBX1	0.43066677619026944
5	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	2	8	21	170	2.0238095238095237	0.25773063549210423	METTL14;METTL3	0.43066677619026944
2	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	Developmental Process Involved In Reproduction	3	31	10	170	1.6451612903225807	0.2663799740792633	DNAJC19;EIF2B4;EIF2B5	0.4432011637698087
2	GOBP_NEUROGENESIS	Neurogenesis	4	31	15	170	1.4623655913978495	0.2814759753064491	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.46630783891969674
3	GOBP_MRNA_CATABOLIC_PROCESS	Mrna Catabolic Process	2	12	15	170	1.8888888888888888	0.2860891707589845	LSM6;METTL16	0.469916680480715
3	GOBP_REGULATION_OF_CATABOLIC_PROCESS	Regulation Of Catabolic Process	2	12	15	170	1.8888888888888888	0.2860891707589845	LSM6;METTL16	0.469916680480715
6	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	2	7	26	170	1.8681318681318682	0.290909704572224	DCP2;YBX1	0.47380230364927617
6	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	2	7	26	170	1.8681318681318682	0.290909704572224	NSUN5;YBX1	0.47380230364927617
6	GOBP_RRNA_METABOLIC_PROCESS	Rrna Metabolic Process	3	7	47	170	1.5501519756838906	0.2979949063162617	NSUN5;RPUSD1;TSR3	0.4795771220929315
2	GOBP_MITOCHONDRIAL_TRNA_MODIFICATION	Mitochondrial Trna Modification	2	31	6	170	1.8279569892473115	0.3006675221411643	TRMT10C;TRMT5	0.4795771220929315
2	GOBP_MITOCHONDRIAL_TRNA_PROCESSING	Mitochondrial Trna Processing	2	31	6	170	1.8279569892473115	0.3006675221411643	TRMT10C;TRMT5	0.4795771220929315
2	GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	Multicellular Organismal Level Homeostasis	2	31	6	170	1.8279569892473115	0.3006675221411643	DNAJA3;HSPA9	0.4795771220929315
2	GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	Negative Regulation Of Programmed Cell Death	2	31	6	170	1.8279569892473115	0.3006675221411643	DNAJA3;HSPA9	0.4795771220929315
6	GOBP_TRNA_MODIFICATION	Trna Modification	2	7	27	170	1.7989417989417988	0.3077136673024137	TRMU;WDR4	0.4887961957972497
6	GOBP_RIBOSOME_BIOGENESIS	Ribosome Biogenesis	3	7	48	170	1.5178571428571428	0.3112115486679182	NSUN5;RPUSD1;TSR3	0.4923264663353133
5	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	2	8	24	170	1.7708333333333333	0.3146727343588362	METTL14;METTL3	0.49405568745080763
1	GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	Protein Rna Complex Organization	6	50	16	170	1.275	0.31486450547383077	DKC1;NCBP1;NOP2;RPL24;RPS19;RPS6	0.49405568745080763
2	GOBP_REPRODUCTIVE_PROCESS	Reproductive Process	3	31	11	170	1.4956011730205279	0.3223126020103809	DNAJC19;EIF2B4;EIF2B5	0.5036949974737127
2	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	6	31	26	170	1.2655086848635235	0.3257644589234496	EIF2B1;EIF2B3;EIF2B4;EIF2B5;SAMD4B;TRMT10C	0.506324334324443
2	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	5	31	21	170	1.30568356374808	0.32833709408118805	EIF2B1;EIF2B3;EIF2B4;EIF2B5;TRMT10C	0.506324334324443
1	GOBP_HOMEOSTATIC_PROCESS	Homeostatic Process	4	50	10	170	1.3599999999999999	0.3318654315649847	NLE1;PPRC1;RPS19;RPS6	0.506324334324443
1	GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	Membraneless Organelle Assembly	4	50	10	170	1.3599999999999999	0.3318654315649847	NOP2;RPL24;RPS19;RPS6	0.506324334324443
1	GOBP_ORGANELLE_ASSEMBLY	Organelle Assembly	4	50	10	170	1.3599999999999999	0.3318654315649847	NOP2;RPL24;RPS19;RPS6	0.506324334324443
1	GOBP_RNA_5_END_PROCESSING	Rna 5 End Processing	4	50	10	170	1.3599999999999999	0.3318654315649847	CMTR1;NCBP1;RAMAC;RNMT	0.506324334324443
1	GOBP_REGULATION_OF_CELL_CYCLE	Regulation Of Cell Cycle	3	50	7	170	1.4571428571428573	0.33799765545794497	AATF;NAT10;NLE1	0.5076540661741897
1	GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	Regulatory Ncrna Mediated Gene Silencing	3	50	7	170	1.4571428571428573	0.33799765545794497	NCBP1;NCBP2;SRRT	0.5076540661741897
1	GOBP_SNRNA_METABOLIC_PROCESS	Snrna Metabolic Process	3	50	7	170	1.4571428571428573	0.33799765545794497	DKC1;EXOSC4;NOP10	0.5076540661741897
1	GOBP_SNRNA_PROCESSING	Snrna Processing	3	50	7	170	1.4571428571428573	0.33799765545794497	DKC1;EXOSC4;NOP10	0.5076540661741897
5	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	2	8	26	170	1.6346153846153846	0.3527647821066639	METTL14;METTL3	0.5277798678029932
3	GOBP_RRNA_PROCESSING	Rrna Processing	4	12	43	170	1.3178294573643412	0.3581947131279703	GEMIN4;LSM6;METTL16;WBP11	0.5338345917660098
3	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Negative Regulation Of Nucleobase Containing Compound Metabolic Process	2	12	18	170	1.5740740740740742	0.3701890605596584	DDX20;METTL16	0.5462626855391707
3	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	Regulation Of Mrna Metabolic Process	2	12	18	170	1.5740740740740742	0.3701890605596584	LSM6;METTL16	0.5462626855391707
2	GOBP_HEMOPOIESIS	Hemopoiesis	2	31	7	170	1.566820276497696	0.37502490069399025	DNAJA3;HSPA9	0.5462626855391707
2	GOBP_MITOCHONDRIAL_RNA_PROCESSING	Mitochondrial Rna Processing	2	31	7	170	1.566820276497696	0.37502490069399025	TRMT10C;TRMT5	0.5462626855391707
2	GOBP_NEGATIVE_REGULATION_OF_CELL_COMMUNICATION	Negative Regulation Of Cell Communication	2	31	7	170	1.566820276497696	0.37502490069399025	DNAJA3;LONP1	0.5462626855391707
6	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	2	7	31	170	1.566820276497696	0.37502490069399025	NSUN5;YBX1	0.5462626855391707
6	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Ribonucleoprotein Complex Biogenesis	3	7	53	170	1.3746630727762805	0.37884134347056303	NSUN5;RPUSD1;TSR3	0.5497472127054035
7	GOBP_TRANSLATION	Translation	3	7	54	170	1.349206349206349	0.3925757651627031	ELP3;ELP4;ELP5	0.567543990085406
6	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	2	7	33	170	1.4718614718614718	0.40839079057498795	NSUN5;WDR4	0.5860180117544437
6	GOBP_RNA_METHYLATION	Rna Methylation	2	7	33	170	1.4718614718614718	0.40839079057498795	NSUN5;WDR4	0.5860180117544437
3	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	3	12	33	170	1.2878787878787878	0.42216738001563364	GEMIN5;LSM6;METTL16	0.6030499121227553
